Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
41418,Standard Class,Consumer,Office Supplies,73.95,5,0.5,-48.9,5.57,Medium
41419,Second Class,Corporate,Office Supplies,41.7,5,0.0,20.85,5.31,Medium
41420,Standard Class,Corporate,Office Supplies,50.8956,4,0.17,7.3356,4.76,Medium
41421,Standard Class,Home Office,Office Supplies,65.79,3,0.0,14.4,4.72,Medium
41422,Second Class,Home Office,Technology,41.088,2,0.2,2.048,4.52,Medium
41423,Standard Class,Home Office,Office Supplies,62.5,5,0.0,26.8,4.4,Medium
41424,Standard Class,Consumer,Office Supplies,90.828,2,0.1,29.208,4.29,Medium
41425,Standard Class,Consumer,Furniture,45.264,2,0.4,-22.656,4.0,Medium
41426,Standard Class,Consumer,Office Supplies,66.84,2,0.0,28.04,3.97,Medium
41427,Standard Class,Consumer,Office Supplies,50.4,5,0.5,-45.45,3.62,Medium
41428,Standard Class,Corporate,Office Supplies,28.38,2,0.0,5.94,3.59,High
41429,First Class,Consumer,Office Supplies,19.5,2,0.0,6.42,3.11,High
41430,Standard Class,Consumer,Furniture,43.44,1,0.4,5.06,3.08,Medium
41431,Standard Class,Home Office,Office Supplies,29.4,4,0.0,10.56,2.93,Low
41432,Second Class,Corporate,Office Supplies,41.96,2,0.0,2.9372,2.92,Medium
41433,Standard Class,Home Office,Furniture,21.44,2,0.2,7.504,2.86,Low
41434,Standard Class,Consumer,Office Supplies,27.96,2,0.0,6.12,2.62,High
41435,Standard Class,Consumer,Office Supplies,52.62,2,0.5,-32.64,2.59,Medium
41436,Standard Class,Consumer,Furniture,35.104,1,0.2,-3.076,2.4,Medium
41437,Standard Class,Corporate,Technology,45.42,1,0.0,12.69,2.31,Medium
41438,Standard Class,Home Office,Office Supplies,33.72,2,0.0,15.16,2.25,Medium
41439,Standard Class,Consumer,Office Supplies,40.64,2,0.0,4.44,2.09,Medium
41440,Standard Class,Consumer,Office Supplies,28.56,7,0.5,-1.89,1.96,Medium
41441,Standard Class,Home Office,Office Supplies,92.64,2,0.0,24.06,1.94,Medium
41442,Same Day,Consumer,Office Supplies,7.62,1,0.0,3.42,1.76,High
41443,Standard Class,Home Office,Office Supplies,16.92,2,0.0,7.6,1.71,Medium
41444,Standard Class,Home Office,Office Supplies,62.8,5,0.0,4.3,1.49,Medium
41445,Standard Class,Consumer,Office Supplies,17.68,2,0.0,1.56,1.49,Medium
41446,Standard Class,Consumer,Furniture,20.064,1,0.4,3.004,1.26,Medium
41447,Standard Class,Consumer,Office Supplies,7.209,1,0.7,-10.341,1.18,High
41448,Standard Class,Consumer,Office Supplies,17.92,2,0.0,8.6,0.97,Medium
41449,Standard Class,Consumer,Furniture,13.38,2,0.5,-5.9,0.86,Medium
41450,Second Class,Consumer,Office Supplies,15.48,2,0.5,-10.26,0.78,Medium
41451,Standard Class,Corporate,Office Supplies,14.48,2,0.0,3.16,0.73,Medium
41452,Standard Class,Corporate,Office Supplies,12.24,1,0.0,3.42,0.69,Medium
41453,Standard Class,Consumer,Office Supplies,6.48,1,0.0,3.1104,0.62,Medium
41454,Standard Class,Corporate,Office Supplies,9.168,2,0.4,-1.232,0.61,Medium
41455,Standard Class,Home Office,Office Supplies,13.32,3,0.0,0.24,0.59,Medium
41456,Standard Class,Consumer,Office Supplies,6.38,1,0.0,2.9348,0.4,Medium
41457,Second Class,Home Office,Office Supplies,11.04,2,0.6,-13.8,0.38,Medium
41458,Standard Class,Home Office,Technology,1169.694,3,0.4,-253.4337,185.77,High
41459,First Class,Consumer,Furniture,520.464,2,0.3,-14.8704,157.5,Critical
41460,Second Class,Home Office,Office Supplies,596.7,3,0.0,83.52,136.27,Critical
41461,Standard Class,Corporate,Technology,655.9,5,0.0,275.478,120.28,High
41462,Standard Class,Home Office,Furniture,735.408,3,0.2,82.728,113.84,High
41463,Standard Class,Home Office,Technology,1258.7774,5,0.002,375.7774,109.02,Medium
41464,Standard Class,Home Office,Furniture,783.72,7,0.0,31.22,82.12,High
41465,Standard Class,Corporate,Technology,859.2,3,0.2,75.18,73.69,Medium
41466,Second Class,Consumer,Technology,473.616,5,0.402,61.716,62.37,High
41467,Standard Class,Consumer,Technology,955.62,3,0.0,391.77,60.29,Medium
41468,First Class,Home Office,Technology,339.18,2,0.0,108.48,52.1,Medium
41469,Standard Class,Consumer,Office Supplies,892.755,5,0.1,386.805,43.33,Medium
41470,Standard Class,Consumer,Office Supplies,769.44,14,0.0,269.22,42.57,Medium
41471,Standard Class,Home Office,Technology,383.96,5,0.2,38.396,40.25,Medium
41472,Same Day,Corporate,Technology,391.98,2,0.0,109.7544,39.68,High
41473,Second Class,Consumer,Office Supplies,235.944,3,0.2,85.5297,39.09,High
41474,Standard Class,Corporate,Furniture,603.92,4,0.0,181.176,37.96,High
41475,Standard Class,Consumer,Office Supplies,247.35,5,0.0,56.85,36.56,High
41476,Standard Class,Consumer,Technology,713.29056,3,0.002,327.31056,36.31,Medium
41477,Standard Class,Home Office,Technology,636.36,2,0.0,203.58,32.29,Medium
41478,Standard Class,Corporate,Technology,506.28,3,0.2,177.198,29.1,Medium
41479,Same Day,Corporate,Technology,437.85,3,0.0,131.355,27.02,High
41480,Standard Class,Consumer,Office Supplies,274.8,5,0.0,96.15,25.01,Medium
41481,First Class,Corporate,Furniture,132.048,3,0.4,-55.032,21.87,High
41482,Standard Class,Home Office,Technology,187.8,10,0.0,13.0,21.45,High
41483,Standard Class,Consumer,Office Supplies,175.824,9,0.45,-140.886,21.38,Low
41484,Standard Class,Home Office,Office Supplies,642.0,5,0.0,179.7,20.04,Medium
41485,Standard Class,Consumer,Technology,427.14,3,0.0,187.92,17.74,Medium
41486,Standard Class,Consumer,Furniture,311.62,1,0.0,34.26,15.95,Medium
41487,Standard Class,Consumer,Office Supplies,566.4,4,0.0,96.24,14.89,Medium
41488,Same Day,Consumer,Furniture,199.8,10,0.0,71.928,13.67,High
41489,Standard Class,Consumer,Office Supplies,184.59,7,0.0,75.6,13.38,Medium
41490,Standard Class,Consumer,Technology,165.92,2,0.0,11.6,12.64,Medium
41491,Standard Class,Consumer,Office Supplies,73.68,4,0.0,25.76,12.02,High
41492,Standard Class,Consumer,Office Supplies,77.1,2,0.0,33.12,11.24,Low
41493,Standard Class,Consumer,Office Supplies,92.88,12,0.4,-46.56,10.96,High
41494,Standard Class,Home Office,Technology,89.9,2,0.0,25.172,10.74,High
41495,Standard Class,Corporate,Office Supplies,108.36,4,0.0,43.32,10.35,Medium
41496,Standard Class,Consumer,Office Supplies,129.15,3,0.0,30.96,10.23,Medium
41497,Same Day,Consumer,Technology,104.196,1,0.6,-125.064,9.85,High
41498,Standard Class,Consumer,Office Supplies,96.66,3,0.0,3.78,9.49,Medium
41499,Standard Class,Consumer,Office Supplies,99.12,4,0.0,27.72,8.67,High
41500,Standard Class,Home Office,Furniture,151.36,2,0.2,-28.4,8.5,High
41501,Standard Class,Consumer,Office Supplies,94.05,3,0.0,33.84,8.37,Medium
41502,Standard Class,Consumer,Office Supplies,137.712,3,0.2,18.912,8.17,Medium
41503,Standard Class,Consumer,Office Supplies,95.22,2,0.0,18.06,7.97,Medium
41504,Standard Class,Corporate,Technology,72.0,4,0.0,12.96,7.72,High
41505,Standard Class,Consumer,Office Supplies,81.62,7,0.0,21.14,7.69,Medium
41506,Standard Class,Consumer,Office Supplies,73.08,3,0.0,4.32,7.64,Medium
41507,Second Class,Corporate,Office Supplies,62.58,7,0.0,13.65,7.6,Medium
41508,Standard Class,Consumer,Technology,103.76496,2,0.402,-21.19504,7.4,High
41509,Standard Class,Consumer,Furniture,103.056,3,0.2,24.4758,7.33,Medium
41510,Standard Class,Corporate,Office Supplies,103.302,2,0.1,-3.498,7.18,Medium
41511,Standard Class,Consumer,Furniture,94.2,5,0.0,41.4,6.09,Medium
41512,First Class,Consumer,Office Supplies,40.29,3,0.0,10.0725,5.87,High
41513,Standard Class,Consumer,Office Supplies,46.845,5,0.1,18.645,5.58,Low
41514,Standard Class,Home Office,Office Supplies,130.72,8,0.0,24.8,5.56,Medium
41515,Standard Class,Consumer,Office Supplies,60.96,2,0.0,17.04,5.5,Medium
41516,Second Class,Home Office,Office Supplies,38.34,3,0.0,0.0,5.27,Critical
41517,Standard Class,Consumer,Technology,223.722,2,0.1,52.182,5.26,Low
41518,First Class,Corporate,Office Supplies,46.32,3,0.0,6.0,5.19,High
41519,Standard Class,Consumer,Office Supplies,31.806,2,0.1,-2.514,5.08,Low
41520,Standard Class,Home Office,Office Supplies,110.25,7,0.0,11.97,5.0,Medium
41521,Standard Class,Consumer,Office Supplies,57.42,1,0.0,28.71,4.85,Medium
41522,Standard Class,Corporate,Office Supplies,66.84,4,0.0,12.6,4.83,Medium
41523,Standard Class,Consumer,Office Supplies,107.28,2,0.0,40.74,4.25,Medium
41524,Standard Class,Consumer,Office Supplies,43.74,6,0.0,11.34,3.84,Medium
41525,Second Class,Home Office,Technology,60.048,1,0.6,-69.072,3.73,Medium
41526,First Class,Consumer,Office Supplies,38.71,7,0.0,17.8066,3.57,High
41527,Standard Class,Consumer,Office Supplies,31.2,5,0.5,-25.65,3.53,Low
41528,Standard Class,Consumer,Office Supplies,62.36,2,0.0,11.84,3.47,High
41529,Second Class,Home Office,Office Supplies,31.08,6,0.0,15.2292,3.36,Medium
41530,First Class,Corporate,Office Supplies,48.0,4,0.5,-36.48,3.22,Medium
41531,First Class,Home Office,Office Supplies,20.58,2,0.0,8.22,2.99,Medium
41532,Standard Class,Consumer,Office Supplies,42.45,5,0.0,11.85,2.72,Medium
41533,Standard Class,Consumer,Office Supplies,57.3,5,0.0,14.85,2.63,Medium
41534,Standard Class,Home Office,Office Supplies,15.75,5,0.0,7.56,2.44,High
41535,Standard Class,Consumer,Office Supplies,32.88,2,0.0,4.26,2.34,High
41536,Second Class,Consumer,Technology,17.88,3,0.2,2.4585,2.09,High
41537,Standard Class,Home Office,Office Supplies,14.28,4,0.0,3.7128,2.08,High
41538,Standard Class,Consumer,Office Supplies,23.544,4,0.1,4.704,2.05,Medium
41539,Standard Class,Consumer,Office Supplies,30.72,2,0.0,5.8,2.0,Medium
41540,First Class,Consumer,Office Supplies,11.424,3,0.2,3.7128,1.95,Critical
41541,Standard Class,Consumer,Office Supplies,22.92,2,0.0,5.94,1.89,Medium
41542,Second Class,Corporate,Office Supplies,16.08,2,0.0,6.72,1.85,Medium
41543,Standard Class,Consumer,Office Supplies,47.04,1,0.0,13.62,1.82,Medium
41544,Second Class,Home Office,Technology,19.78,1,0.0,0.38,1.8,Medium
41545,Standard Class,Consumer,Technology,55.14,1,0.0,15.99,1.73,Medium
41546,Standard Class,Consumer,Office Supplies,23.652,3,0.1,8.622,1.5,Medium
41547,Second Class,Home Office,Office Supplies,35.568,4,0.6,-12.552,1.5,Medium
41548,Standard Class,Home Office,Office Supplies,15.51,1,0.0,3.8775,1.26,High
41549,Standard Class,Home Office,Office Supplies,12.72,3,0.0,4.9608,1.13,High
41550,Second Class,Home Office,Office Supplies,31.52,4,0.0,4.08,1.12,Medium
41551,Standard Class,Home Office,Office Supplies,32.0,2,0.0,14.08,1.03,Medium
41552,Standard Class,Home Office,Office Supplies,15.57,3,0.7,-11.418,1.02,Medium
41553,Standard Class,Home Office,Office Supplies,8.8,1,0.0,4.12,0.83,High
41554,Standard Class,Home Office,Office Supplies,10.572,1,0.6,-13.488,0.82,Medium
41555,Standard Class,Corporate,Office Supplies,8.88,2,0.0,3.72,0.71,Medium
41556,Standard Class,Home Office,Office Supplies,8.24,1,0.0,1.14,0.6,Medium
41557,Second Class,Home Office,Office Supplies,7.3,2,0.0,2.19,0.55,Medium
41558,Standard Class,Consumer,Office Supplies,4.89,1,0.0,1.17,0.47,Medium
41559,Standard Class,Home Office,Office Supplies,5.532,1,0.6,-3.198,0.36,Medium
41560,Same Day,Consumer,Office Supplies,40.74,3,0.0,15.48,0.33,High
41561,First Class,Corporate,Office Supplies,48.96,2,0.5,-4.92,0.23,Medium
41562,Second Class,Consumer,Furniture,430.848,3,0.2,-59.292,82.53,High
41563,Same Day,Home Office,Technology,195.66,3,0.0,68.4,58.27,Critical
41564,First Class,Corporate,Furniture,308.718,6,0.7,-370.602,55.42,Medium
41565,Standard Class,Home Office,Furniture,873.072,3,0.2,-130.968,49.38,Medium
41566,Standard Class,Consumer,Technology,675.72,9,0.0,175.68,46.83,Low
41567,Second Class,Corporate,Technology,490.26,5,0.4,32.66,44.38,Medium
41568,Standard Class,Consumer,Furniture,339.296,2,0.2,50.856,32.88,Low
41569,Standard Class,Home Office,Technology,303.66,2,0.0,57.66,22.39,Medium
41570,Second Class,Corporate,Office Supplies,77.025,5,0.5,-33.975,15.65,High
41571,Second Class,Consumer,Office Supplies,78.84,9,0.0,36.18,10.86,Medium
41572,Standard Class,Home Office,Technology,150.09,1,0.5,-132.09,9.82,Medium
41573,Standard Class,Home Office,Furniture,220.2,2,0.0,2.16,8.94,Medium
41574,Standard Class,Consumer,Furniture,87.72,3,0.0,41.22,8.51,Low
41575,Standard Class,Consumer,Technology,86.88,3,0.0,1.68,6.92,Medium
41576,Standard Class,Consumer,Furniture,82.76,2,0.0,8.24,4.37,Low
41577,Second Class,Consumer,Office Supplies,26.24,2,0.0,9.96,3.17,High
41578,Second Class,Consumer,Office Supplies,43.7,5,0.0,5.2,3.0,High
41579,First Class,Corporate,Office Supplies,49.408,4,0.2,18.528,2.84,High
41580,Standard Class,Consumer,Office Supplies,25.32,6,0.0,1.44,2.81,Low
41581,Standard Class,Corporate,Office Supplies,17.04,4,0.6,-15.0,2.73,High
41582,Standard Class,Consumer,Technology,40.776,3,0.2,0.5097,2.63,Medium
41583,Standard Class,Consumer,Office Supplies,18.24,2,0.0,1.64,2.5,Low
41584,Standard Class,Home Office,Office Supplies,32.28,2,0.0,15.48,1.55,Medium
41585,Standard Class,Home Office,Office Supplies,53.4,2,0.0,11.7,1.54,Medium
41586,Standard Class,Consumer,Office Supplies,13.698,3,0.7,-9.5886,1.47,Medium
41587,Second Class,Consumer,Office Supplies,7.12,2,0.0,0.2,1.39,High
41588,Standard Class,Home Office,Office Supplies,14.094,2,0.1,1.854,1.35,Medium
41589,Second Class,Consumer,Office Supplies,11.58,2,0.0,3.12,1.18,Medium
41590,Second Class,Corporate,Office Supplies,27.72,5,0.4,-6.08,1.08,Medium
41591,Standard Class,Home Office,Office Supplies,11.1,1,0.0,4.77,0.72,Medium
41592,Standard Class,Corporate,Office Supplies,6.06,1,0.6,-6.99,0.7,High
41593,Standard Class,Consumer,Office Supplies,4.46,1,0.0,1.14,0.21,High
41594,First Class,Consumer,Technology,1583.7,5,0.0,174.15,479.67,Critical
41595,Same Day,Consumer,Furniture,1773.72,5,0.2,44.22,215.0,High
41596,Standard Class,Consumer,Technology,2146.6,5,0.0,429.3,211.31,Medium
41597,Standard Class,Corporate,Furniture,2186.7,5,0.0,481.05,178.04,Medium
41598,Standard Class,Home Office,Furniture,1208.0,5,0.0,144.9,132.19,Medium
41599,Standard Class,Consumer,Technology,1431.135,5,0.1,-127.215,110.6,Medium
41600,First Class,Consumer,Office Supplies,305.1,9,0.0,79.11,82.7,Critical
41601,Same Day,Corporate,Furniture,582.336,8,0.2,-29.1168,76.97,High
41602,Same Day,Consumer,Office Supplies,353.85,7,0.0,123.69,76.12,High
41603,First Class,Consumer,Technology,622.62,9,0.0,192.96,68.38,Medium
41604,Standard Class,Consumer,Technology,946.26368,4,0.002,7.54368,55.12,Medium
41605,Standard Class,Consumer,Technology,762.48,3,0.0,121.95,47.41,Medium
41606,Second Class,Consumer,Furniture,457.14,1,0.0,169.14,43.47,Critical
41607,Same Day,Home Office,Office Supplies,184.194,3,0.1,81.864,37.54,Medium
41608,Same Day,Home Office,Office Supplies,224.289,3,0.1,87.219,36.34,Medium
41609,First Class,Home Office,Technology,286.212,2,0.15,40.392,30.43,Medium
41610,Standard Class,Consumer,Technology,178.0857,1,0.07,22.9557,27.65,High
41611,Standard Class,Corporate,Technology,221.4,6,0.0,92.88,22.7,Medium
41612,Standard Class,Consumer,Furniture,253.176,3,0.2,-31.647,19.02,Medium
41613,Standard Class,Home Office,Technology,390.72,8,0.0,191.36,17.16,Medium
41614,Standard Class,Corporate,Furniture,291.1,5,0.0,75.686,16.51,Medium
41615,Standard Class,Consumer,Furniture,278.304,3,0.2,27.804,15.39,Medium
41616,Second Class,Consumer,Office Supplies,54.12,3,0.0,12.96,10.03,High
41617,Standard Class,Home Office,Office Supplies,170.3,5,0.0,1.7,9.98,Medium
41618,Same Day,Consumer,Office Supplies,68.4,5,0.0,7.5,9.73,High
41619,Same Day,Consumer,Office Supplies,102.69,7,0.0,38.85,9.31,High
41620,Second Class,Consumer,Office Supplies,79.36,4,0.0,23.808,8.75,High
41621,First Class,Home Office,Office Supplies,58.02,2,0.0,23.76,5.33,Medium
41622,Standard Class,Consumer,Technology,78.66,3,0.0,39.3,5.12,Medium
41623,Standard Class,Corporate,Technology,158.99,1,0.0,41.3374,4.94,Medium
41624,Standard Class,Consumer,Furniture,26.37,1,0.0,7.11,4.23,High
41625,Second Class,Consumer,Office Supplies,13.26,1,0.0,4.23,3.22,Critical
41626,Standard Class,Home Office,Office Supplies,62.12,2,0.0,31.04,3.0,Medium
41627,Standard Class,Consumer,Office Supplies,60.45,3,0.0,16.3215,2.59,Medium
41628,Same Day,Consumer,Office Supplies,10.68,1,0.0,3.51,1.64,High
41629,Second Class,Consumer,Office Supplies,8.58,1,0.0,4.1,1.39,High
41630,Standard Class,Consumer,Office Supplies,16.32,2,0.0,0.8,1.33,Medium
41631,Standard Class,Consumer,Office Supplies,19.68,2,0.0,7.84,1.25,Medium
41632,Standard Class,Consumer,Office Supplies,13.68,1,0.0,2.85,1.16,High
41633,Standard Class,Corporate,Office Supplies,16.56,2,0.0,6.12,0.69,Medium
41634,Standard Class,Consumer,Office Supplies,8.154,2,0.1,2.934,0.66,Medium
41635,Standard Class,Consumer,Office Supplies,1679.616,9,0.1,-149.364,201.82,High
41636,Second Class,Consumer,Technology,587.16,4,0.0,64.56,104.73,High
41637,Second Class,Consumer,Furniture,704.76,4,0.0,211.32,100.51,High
41638,Second Class,Home Office,Technology,763.26,2,0.0,366.36,53.96,Medium
41639,Same Day,Consumer,Technology,199.99,1,0.0,85.9957,35.77,High
41640,Second Class,Consumer,Technology,346.92,2,0.0,100.56,32.39,High
41641,Standard Class,Home Office,Technology,450.0,5,0.0,162.0,30.43,Medium
41642,Standard Class,Home Office,Technology,239.976,3,0.2,17.9982,28.22,Low
41643,First Class,Home Office,Furniture,120.024,3,0.2,32.994,23.34,High
41644,Standard Class,Corporate,Furniture,317.952,3,0.2,-63.648,16.62,Medium
41645,Second Class,Corporate,Technology,359.98,2,0.0,21.5988,15.17,Medium
41646,Second Class,Consumer,Office Supplies,103.32,4,0.0,36.12,14.28,High
41647,Standard Class,Home Office,Office Supplies,193.32,6,0.0,61.74,11.72,Medium
41648,Standard Class,Corporate,Technology,234.792,4,0.1,-13.128,11.32,Medium
41649,Standard Class,Corporate,Technology,80.46,2,0.5,-41.88,10.89,Medium
41650,Second Class,Corporate,Technology,100.0,4,0.0,21.0,10.74,Medium
41651,Second Class,Consumer,Office Supplies,95.04,2,0.0,46.56,7.96,High
41652,Second Class,Consumer,Office Supplies,40.62,2,0.0,13.38,7.28,High
41653,Second Class,Consumer,Office Supplies,30.45,1,0.0,15.21,7.28,High
41654,Standard Class,Corporate,Office Supplies,110.592,9,0.4,9.072,7.24,Medium
41655,Second Class,Consumer,Office Supplies,40.64,2,0.0,4.44,6.79,High
41656,Standard Class,Consumer,Office Supplies,54.1326,2,0.17,3.9126,6.61,High
41657,Standard Class,Consumer,Furniture,104.472,6,0.4,6.912,5.39,Medium
41658,Standard Class,Corporate,Office Supplies,67.86,4,0.5,-36.66,4.95,Medium
41659,Second Class,Consumer,Office Supplies,26.22,2,0.0,8.88,4.92,High
41660,Standard Class,Corporate,Office Supplies,46.56,4,0.0,9.76,4.73,Medium
41661,Second Class,Consumer,Furniture,48.45,1,0.0,12.09,4.54,High
41662,Standard Class,Home Office,Office Supplies,52.65,3,0.1,17.55,3.07,Medium
41663,Standard Class,Consumer,Office Supplies,35.712,3,0.4,-4.788,2.57,Medium
41664,Second Class,Consumer,Office Supplies,21.48,2,0.0,2.52,2.4,High
41665,Standard Class,Corporate,Office Supplies,44.58,3,0.0,15.6,1.91,Medium
41666,Standard Class,Corporate,Office Supplies,15.552,3,0.2,5.4432,1.22,Medium
41667,Standard Class,Corporate,Office Supplies,33.12,5,0.4,-12.78,0.93,Medium
41668,Standard Class,Consumer,Office Supplies,10.8,1,0.1,0.0,0.67,High
41669,Second Class,Corporate,Office Supplies,11.52,1,0.0,4.59,0.62,Medium
41670,Standard Class,Corporate,Office Supplies,10.32,2,0.5,-7.44,0.54,Medium
41671,Same Day,Corporate,Furniture,726.72,3,0.2,-18.18,286.37,Critical
41672,Standard Class,Home Office,Furniture,1234.359,7,0.1,-0.021,93.3,Medium
41673,First Class,Consumer,Furniture,517.405,5,0.3,-81.3065,84.78,High
41674,Standard Class,Consumer,Furniture,2460.96,8,0.0,49.12,63.24,Medium
41675,Second Class,Corporate,Technology,216.0,2,0.1,64.8,23.28,Medium
41676,Same Day,Corporate,Office Supplies,140.94,3,0.0,28.14,17.94,Critical
41677,Standard Class,Consumer,Furniture,285.7,5,0.0,97.1,15.48,Medium
41678,Standard Class,Consumer,Office Supplies,171.16,2,0.0,0.0,13.18,Medium
41679,Standard Class,Consumer,Office Supplies,102.32,4,0.0,37.84,9.78,Medium
41680,Standard Class,Consumer,Office Supplies,112.86,9,0.0,12.24,9.41,Medium
41681,Second Class,Consumer,Office Supplies,62.58,7,0.0,14.28,8.85,Medium
41682,Standard Class,Consumer,Technology,89.64,3,0.0,8.94,7.58,Medium
41683,Standard Class,Consumer,Office Supplies,154.7,5,0.0,0.0,6.11,Medium
41684,Standard Class,Home Office,Office Supplies,64.24,4,0.0,31.44,6.02,Medium
